videoPlayCount,url,hashtags,videoViewCount,videoDuration,commentsCount,mentions,caption,timestamp,num_mentions,topic
94669.0,https://www.instagram.com/p/DEEtBlIIzVy/,,15985.0,9.666,42,,Ready to bag the best deals? The Next Sale is now live online and in-store ️,12/27/2024,0,"""Style Finds"""
,https://www.instagram.com/p/DFM6F6wpJAi/,,,,26,,Stealing hearts ❣️,1/24/2025,0,"""Everyday Style"""
,https://www.instagram.com/p/DEMbaWPNVEN/,nextkids,,,27,,If there's one thing we're taking into 2025... it's the cherry cardigan!   #nextkids,12/30/2024,0,"""Seasonal Style"""
313364.0,https://www.instagram.com/p/DDy4lrSglSw/,nexthome,104544.0,45.733,20,jessicashomestyle,Save for some gift wrapping inspo that’ll earn you those extra mince pie points    @jessicashomestyle #nexthome,12/20/2024,1,"""Summer Style"""
298850.0,https://www.instagram.com/p/DD6fteUgRyF/,,124062.0,24.0,3,aliyahxelia,"Let’s get cosy for Santa! Hot chocolate, matching PJ’s and festive magic ❄️❤️ @aliyahxelia",12/23/2024,1,"""Festive Cheer"""
,https://www.instagram.com/p/DEHRz7OxpoL/,,,,1,,Let confidence be your best accessory this NYE ✨,12/28/2024,0,"""Everyday Style"""
205601.0,https://www.instagram.com/p/DEKGooNAcFm/,nexthome,63925.0,25.233,22,cottagerenovationcwmrhys,"Whether you’re heading out or staying in, we hope you have a fabulous New Year  @cottagerenovationcwmrhys #nexthome",12/29/2024,1,"""Seasonal Style"""
,https://www.instagram.com/p/DDwGmcWvbaF/,nextwomens,,,0,,Just landed: our burgundy blazer of dreams    #nextwomens,12/19/2024,0,"""Seasonal Style"""
,https://www.instagram.com/p/DDth2xfMQbb/,nextwomens,,,1,,Tis the season to shine ✨ #nextwomens,12/18/2024,0,"""Seasonal Style"""
,https://www.instagram.com/p/DD1XHNvvI2L/,nextwomens,,,11,irenesteelestyle,Stepping into NYE with a whole load of sequins and sparkle ✨ @irenesteelestyle  #nextwomens,12/21/2024,1,"""Seasonal Style"""
184772.0,https://www.instagram.com/p/DD4EKVEga3h/,nextwomens,64225.0,64.866,31,thestylingthree,Jeans and a nice top is always a good idea @thestylingthree  #nextwomens,12/22/2024,1,"""Seasonal Style"""
111187.0,https://www.instagram.com/p/DECYJshAg2C/,nexthome,24582.0,21.8,4,hiimatildashome,From ☀️ to  there is nothing better than being cosy on Boxing Day ❤️ @hiimatildashome #nexthome,12/26/2024,1,"""Everyday Style"""
317817.0,https://www.instagram.com/p/DDT-2SOA7Em/,,129355.0,22.8,21,aliyahxelia,"Mum and me, matching by the tree...❤️ @aliyahxelia",12/8/2024,1,"""Everyday Style"""
218358.0,https://www.instagram.com/p/DDe6uJrtkvk/,nextwomens,91344.0,22.266,26,georgwhite,3 party-ready fits for the festivities  @georgwhite  #nextwomens,12/12/2024,1,"""Seasonal Style"""
137889.0,https://www.instagram.com/p/DDg1uybAfXn/,,44293.0,26.866,4,naaomiross,Festive family fun with @naaomiross ✨,12/13/2024,1,"""Festive Cheer"""
,https://www.instagram.com/p/DDWgPnDNHgV/,,,,1,,"5 tips on styling lace this party season ✨…

- Underwear - 2 options: be bold and be seen OR disguise with skin tones - either way, avoid visible seams or brightly coloured garments unless it's intentional!
- Balance is key - since lace is intricate, pair it with simple and solid pieces to avoid overwhelm (unless it's a co-ord, of course!) 
- Let the lace do the talking - keep your accessories subtle for an elegant look
- It's not just for evenings - embrace lace for daytime by opting for lighter shades and styling with denim 
- Lace should fit well; too-tight lace can stretch and lose its delicate pattern, while oversized lace can look unkempt. Find a silhouette which suits your body shape",12/9/2024,0,"""Seasonal Style"""
,https://www.instagram.com/p/DDbgWNfx43Z/,NextWomens,,,4,,A step-by-step guide to incorporating leopard print into your wardrobe  #NextWomens,12/11/2024,0,"""Seasonal Style"""
60607.0,https://www.instagram.com/p/DDjcjg9gvRH/,,11568.0,19.133,0,denis,Taking your looks from day to night one sequin at a time ✨ @denis,12/14/2024,1,"""Everyday Style"""
165779.0,https://www.instagram.com/p/DDPhLFGgv7z/,nextwomens,59391.0,30.033,28,frankiebridge,Which festive fit is your favourite? ✨ @frankiebridge  #nextwomens,12/6/2024,1,"""Seasonal Style"""
,https://www.instagram.com/p/DDoYVXzMaH9/,nextkids,,,13,,Cuddle club  #nextkids,12/16/2024,0,"""Seasonal Style"""
70165.0,https://www.instagram.com/p/DDmEhVcA8Kn/,nextwomens,14626.0,29.7,1,pollyvsayer,3 trending coat styles to know about this season  @pollyvsayer  #nextwomens,12/15/2024,1,"""Seasonal Style"""
111906.0,https://www.instagram.com/p/DDrcXPrA42T/,nexthome,38052.0,21.366,7,shnordic,Any excuse to give the kitchen a festive glow up ✨ @shnordic #nexthome,12/17/2024,1,"""Seasonal Style"""
,https://www.instagram.com/p/DDRUODMve6B/,nextwomens,,,5,,Our favourite partywear trends of 2024... #nextwomens,12/7/2024,0,"""Seasonal Style"""
166382.0,https://www.instagram.com/p/DDZJn__gCZ-/,nexthome,57992.0,16.8,13,emilytierneyofficial,The table is set ️ only 15 days till the big day ✨@emilytierneyofficial #nexthome,12/10/2024,1,"""Everyday Style"""
,https://www.instagram.com/p/DDNBY5gN-EG/,nextwomens,,,3,,Elevating the everyday with standout accessory styles  #nextwomens,12/5/2024,0,"""Seasonal Style"""
541958.0,https://www.instagram.com/p/DDKiOfkAqJZ/,nextwomens,268960.0,71.966,56,thestylingthree,1 party dress on 3 different sizes  @thestylingthree  #nextwomens,12/4/2024,1,"""Seasonal Style"""
83841.0,https://www.instagram.com/p/DDHCOaHAsrR/,nexthome,23523.0,14.466,8,no.17house,More cosy moments like this please  @no.17house #nexthome,12/3/2024,1,"""Seasonal Style"""
,https://www.instagram.com/p/DDB3QPLRnyh/,nextwomens,,,15,sophieapps,A berry red satin moment  @sophieapps  #nextwomens,12/1/2024,1,"""Seasonal Style"""
,https://www.instagram.com/p/DDEi1pFuoe2/,nextwomens,,,8,,Trending Now: Heritage Style  #nextwomens,12/2/2024,0,"""Seasonal Style"""
